session_id,point_seq,client_timestamp_ms,client_iso_time,client_local_time,server_received_at,latitude,longitude,accuracy_m,altitude_m,altitude_accuracy_m,heading_deg,speed_mps,speed_kmh,battery_level,is_screen_visible,sample_source,raw_position_timestamp_ms,user_agent
gps-20260324-183128-5bjj,1,1774377091755,2026-03-24T18:31:31.755Z,"24.03.2026, 23:31:31",2026-03-24T18:31:35Z,57.9106422,60.1077734,18.847000122070312,250.10000610351562,,,,,78,True,browser_geolocation,1774377091054,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,2,1774377096832,2026-03-24T18:31:36.832Z,"24.03.2026, 23:31:36",2026-03-24T18:31:38Z,57.9106529,60.1076429,59.74399948120117,250.10000610351562,,278.7476806640625,0.7920575737953186,2.851,78,True,browser_geolocation,1774377096148,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,3,1774377096990,2026-03-24T18:31:36.990Z,"24.03.2026, 23:31:36",2026-03-24T18:31:38Z,57.9106584,60.1075748,59.74399948120117,250.10000610351562,,278.7476806640625,1.8091185092926025,6.513,78,True,browser_geolocation,1774377096884,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,4,1774377098229,2026-03-24T18:31:38.229Z,"24.03.2026, 23:31:38",2026-03-24T18:31:40Z,57.9106641,60.1076588,59.2239990234375,250.10000610351562,,86.27195739746094,4.827552318572998,17.379,78,True,browser_geolocation,1774377098104,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,5,1774377098979,2026-03-24T18:31:38.979Z,"24.03.2026, 23:31:38",2026-03-24T18:31:41Z,57.9106666,60.1077399,59.01100158691406,250.10000610351562,,87.72927856445312,5.686118125915527,20.47,78,True,browser_geolocation,1774377098884,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,6,1774377099929,2026-03-24T18:31:39.929Z,"24.03.2026, 23:31:39",2026-03-24T18:31:46Z,57.9106701,60.1078188,54.763999938964844,250.10000610351562,,88.08126831054688,6.5703582763671875,23.653,78,True,browser_geolocation,1774377099828,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,7,1774377366221,2026-03-24T18:36:06.221Z,"24.03.2026, 23:36:06",2026-03-24T18:36:10Z,57.9116399,60.1057787,36.47800064086914,250.70001220703125,,,,,77,True,browser_geolocation,1774377366078,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,8,1774377367892,2026-03-24T18:36:07.892Z,"24.03.2026, 23:36:07",2026-03-24T18:36:13Z,57.911644,60.1058087,42.249000549316406,250.70001220703125,,,0.05531034246087074,0.199,77,True,browser_geolocation,1774377367819,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,9,1774377368870,2026-03-24T18:36:08.870Z,"24.03.2026, 23:36:08",2026-03-24T18:36:14Z,57.9116462,60.1058812,35.84400177001953,250.70001220703125,,89.51193237304688,0.3338491916656494,1.202,77,True,browser_geolocation,1774377368813,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,10,1774377369880,2026-03-24T18:36:09.880Z,"24.03.2026, 23:36:09",2026-03-24T18:36:17Z,57.9116441,60.1058917,32.104000091552734,250.70001220703125,,,0.05434823036193848,0.196,77,True,browser_geolocation,1774377369814,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,11,1774377370889,2026-03-24T18:36:10.889Z,"24.03.2026, 23:36:10",2026-03-24T18:36:17Z,57.9116431,60.105901,29.485000610351562,250.70001220703125,,,0.05908944457769394,0.213,77,True,browser_geolocation,1774377370828,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,12,1774377371900,2026-03-24T18:36:11.900Z,"24.03.2026, 23:36:11",2026-03-24T18:36:17Z,57.9116405,60.1059044,25.649999618530273,250.70001220703125,,92.54042053222656,0.1988067328929901,0.716,77,True,browser_geolocation,1774377371841,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,13,1774377372206,2026-03-24T18:36:12.206Z,"24.03.2026, 23:36:12",2026-03-24T18:36:18Z,57.9116394,60.1059071,24.249000549316406,250.70001220703125,,91.27174377441406,0.29637619853019714,1.067,77,True,browser_geolocation,1774377372119,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,14,1774377372593,2026-03-24T18:36:12.593Z,"24.03.2026, 23:36:12",2026-03-24T18:36:18Z,57.9116388,60.1059097,23.23900032043457,250.70001220703125,,90.77933502197266,0.35363519191741943,1.273,77,True,browser_geolocation,1774377372568,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,15,1774377373072,2026-03-24T18:36:13.072Z,"24.03.2026, 23:36:13",2026-03-24T18:36:18Z,57.9116385,60.1059119,18.82900047302246,250.70001220703125,,90.51155853271484,0.384509414434433,1.384,77,True,browser_geolocation,1774377373038,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,16,1774377373890,2026-03-24T18:36:13.890Z,"24.03.2026, 23:36:13",2026-03-24T18:36:18Z,57.9116336,60.1059147,17.774999618530273,250.70001220703125,,,0.050058312714099884,0.18,77,True,browser_geolocation,1774377373823,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,17,1774377374594,2026-03-24T18:36:14.594Z,"24.03.2026, 23:36:14",2026-03-24T18:36:18Z,57.9116304,60.1059151,17.510000228881836,250.60000610351562,,,0.039506297558546066,0.142,77,True,browser_geolocation,1774377374459,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,18,1774377374901,2026-03-24T18:36:14.901Z,"24.03.2026, 23:36:14",2026-03-24T18:36:18Z,57.9116247,60.1059172,16.663000106811523,250.60000610351562,,,0.04884088411927223,0.176,77,True,browser_geolocation,1774377374825,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,19,1774377375927,2026-03-24T18:36:15.927Z,"24.03.2026, 23:36:15",2026-03-24T18:36:18Z,57.9116172,60.1059186,15.92199993133545,250.60000610351562,,,0.044271208345890045,0.159,77,True,browser_geolocation,1774377375845,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,20,1774377376928,2026-03-24T18:36:16.928Z,"24.03.2026, 23:36:16",2026-03-24T18:36:19Z,57.9116128,60.1059186,15.607999801635742,250.60000610351562,,,0.048072073608636856,0.173,77,True,browser_geolocation,1774377376840,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,21,1774377377937,2026-03-24T18:36:17.937Z,"24.03.2026, 23:36:17",2026-03-24T18:36:20Z,57.9116059,60.1059195,14.321999549865723,250.60000610351562,,,0.05085983872413635,0.183,77,True,browser_geolocation,1774377377855,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,22,1774377378925,2026-03-24T18:36:18.925Z,"24.03.2026, 23:36:18",2026-03-24T18:36:20Z,57.9116025,60.1059199,13.157999992370605,250.60000610351562,,,0.052664391696453094,0.19,77,True,browser_geolocation,1774377378859,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,23,1774377379927,2026-03-24T18:36:19.927Z,"24.03.2026, 23:36:19",2026-03-24T18:36:21Z,57.9115893,60.1059214,11.588000297546387,250.60000610351562,,,0.03073296882212162,0.111,77,True,browser_geolocation,1774377379843,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,24,1774377380906,2026-03-24T18:36:20.906Z,"24.03.2026, 23:36:20",2026-03-24T18:36:22Z,57.911575,60.1059198,10.932000160217285,250.60000610351562,,,0.06360092759132385,0.229,77,True,browser_geolocation,1774377380833,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,25,1774377381901,2026-03-24T18:36:21.901Z,"24.03.2026, 23:36:21",2026-03-24T18:36:27Z,57.9115698,60.1059196,9.425999641418457,250.60000610351562,,,0.06750185787677765,0.243,77,True,browser_geolocation,1774377381850,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,26,1774377382867,2026-03-24T18:36:22.867Z,"24.03.2026, 23:36:22",2026-03-24T18:36:27Z,57.9115642,60.1059208,9.062000274658203,250.40000915527344,,,0.025268875062465668,0.091,77,True,browser_geolocation,1774377382750,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,27,1774377382921,2026-03-24T18:36:22.921Z,"24.03.2026, 23:36:22",2026-03-24T18:36:27Z,57.9115618,60.1059224,8.767000198364258,250.40000915527344,,,0.024022893980145454,0.086,77,True,browser_geolocation,1774377382870,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,28,1774377383887,2026-03-24T18:36:23.887Z,"24.03.2026, 23:36:23",2026-03-24T18:36:27Z,57.9115612,60.1059262,8.11299991607666,250.40000915527344,,,0.0388459749519825,0.14,77,True,browser_geolocation,1774377383833,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,29,1774377384877,2026-03-24T18:36:24.877Z,"24.03.2026, 23:36:24",2026-03-24T18:36:29Z,57.9115608,60.105928,7.454999923706055,250.40000915527344,,,0.025947952643036842,0.093,77,True,browser_geolocation,1774377384825,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,30,1774377385973,2026-03-24T18:36:25.973Z,"24.03.2026, 23:36:25",2026-03-24T18:36:30Z,57.9115607,60.1059286,7.190000057220459,250.40000915527344,,,0.027619604021310806,0.099,77,True,browser_geolocation,1774377385869,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,31,1774377386931,2026-03-24T18:36:26.931Z,"24.03.2026, 23:36:26",2026-03-24T18:36:31Z,57.9115608,60.1059298,7.064000129699707,250.40000915527344,,,0.04218367114663124,0.152,77,True,browser_geolocation,1774377386860,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,32,1774377387915,2026-03-24T18:36:27.915Z,"24.03.2026, 23:36:27",2026-03-24T18:36:32Z,57.9115606,60.1059324,6.798999786376953,250.40000915527344,,,0.027772027999162674,0.1,77,True,browser_geolocation,1774377387850,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260324-183128-5bjj,33,1774377388889,2026-03-24T18:36:28.889Z,"24.03.2026, 23:36:28",2026-03-24T18:36:32Z,57.9115586,60.1059356,6.710000038146973,250.40000915527344,,,0.05082806199789047,0.183,77,True,browser_geolocation,1774377388821,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
